Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011256 | lrm: 1.00 | dt: 5818ms | tok/sec: 5,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.108601 | lrm: 1.00 | dt: 324ms | tok/sec: 101,144 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.996832 | lrm: 1.00 | dt: 326ms | tok/sec: 100,669 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.704878 | lrm: 1.00 | dt: 328ms | tok/sec: 99,959 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.410487 | lrm: 1.00 | dt: 326ms | tok/sec: 100,625 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.179275 | lrm: 1.00 | dt: 326ms | tok/sec: 100,397 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.983884 | lrm: 1.00 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.812600 | lrm: 1.00 | dt: 326ms | tok/sec: 100,411 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.658881 | lrm: 1.00 | dt: 326ms | tok/sec: 100,643 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.483823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,262 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.360716 | lrm: 1.00 | dt: 326ms | tok/sec: 100,389 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.241413 | lrm: 1.00 | dt: 327ms | tok/sec: 100,324 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.114148 | lrm: 1.00 | dt: 351ms | tok/sec: 93,436 | mfu: 0.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.007884 | lrm: 1.00 | dt: 325ms | tok/sec: 100,722 | mfu: 1.0% | epoch: 1 | remaining: 299s    
step 00316 (33.3%) | loss: 4.286566 | lrm: 1.00 | dt: 327ms | tok/sec: 100,182 | mfu: 1.0% | epoch: 1 | remaining: 200s    
step 00317 (33.4%) | loss: 4.282983 | lrm: 1.00 | dt: 327ms | tok/sec: 100,190 | mfu: 1.0% | epoch: 1 | remaining: 200s    
step 00318 (33.5%) | loss: 4.284172 | lrm: 1.00 | dt: 327ms | tok/sec: 100,322 | mfu: 1.0% | epoch: 1 | remaining: 199s    
step 00319 (33.6%) | loss: 4.289837 | lrm: 1.00 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 199s    
step 00320 (33.7%) | loss: 4.279814 | lrm: 1.00 | dt: 327ms | tok/sec: 100,221 | mfu: 1.0% | epoch: 1 | remaining: 199s    
step 00321 (33.8%) | loss: 4.279146 | lrm: 1.00 | dt: 327ms | tok/sec: 100,205 | mfu: 1.0% | epoch: 1 | remaining: 198s    
step 00322 (33.9%) | loss: 4.283369 | lrm: 1.00 | dt: 327ms | tok/sec: 100,178 | mfu: 1.0% | epoch: 1 | remaining: 198s    
step 00323 (34.0%) | loss: 4.277482 | lrm: 1.00 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 198s    
step 00324 (34.1%) | loss: 4.262303 | lrm: 1.00 | dt: 327ms | tok/sec: 100,160 | mfu: 1.0% | epoch: 1 | remaining: 197s    
step 00325 (34.2%) | loss: 4.266700 | lrm: 1.00 | dt: 327ms | tok/sec: 100,122 | mfu: 1.0% | epoch: 1 | remaining: 197s    
step 00326 (34.3%) | loss: 4.283693 | lrm: 1.00 | dt: 327ms | tok/sec: 100,204 | mfu: 1.0% | epoch: 1 | remaining: 197s    
step 00327 (34.5%) | loss: 4.271619 | lrm: 1.00 | dt: 327ms | tok/sec: 100,117 | mfu: 1.0% | epoch: 1 | remaining: 196s    
step 00328 (34.6%) | loss: 4.288369 | lrm: 1.00 | dt: 327ms | tok/sec: 100,249 | mfu: 1.0% | epoch: 1 | remaining: 196s    
step 00329 (34.7%) | loss: 4.271551 | lrm: 1.00 | dt: 327ms | tok/sec: 100,299 | mfu: 1.0% | epoch: 1 | remaining: 196s    
step 00330 (34.8%) | loss: 4.276682 | lrm: 1.00 | dt: 327ms | tok/sec: 100,112 | mfu: 1.0% | epoch: 1 | remaining: 195s    
step 00331 (34.9%) | loss: 4.272330 | lrm: 1.00 | dt: 326ms | tok/sec: 100,395 | mfu: 1.0% | epoch: 1 | remaining: 195s    
step 00332 (35.0%) | loss: 4.268964 | lrm: 1.00 | dt: 327ms | tok/sec: 100,191 | mfu: 1.0% | epoch: 1 | remaining: 195s    
step 00333 (35.1%) | loss: 4.282085 | lrm: 1.00 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 194s    
step 00334 (35.2%) | loss: 4.257284 | lrm: 1.00 | dt: 327ms | tok/sec: 100,295 | mfu: 1.0% | epoch: 1 | remaining: 194s    
step 00335 (35.3%) | loss: 4.233632 | lrm: 1.00 | dt: 327ms | tok/sec: 100,189 | mfu: 1.0% | epoch: 1 | remaining: 194s    
step 00336 (35.4%) | loss: 4.244793 | lrm: 1.00 | dt: 327ms | tok/sec: 100,211 | mfu: 1.0% | epoch: 1 | remaining: 193s    
step 00337 (35.5%) | loss: 4.238191 | lrm: 1.00 | dt: 327ms | tok/sec: 100,273 | mfu: 1.0% | epoch: 1 | remaining: 193s    
step 00338 (35.7%) | loss: 4.234448 | lrm: 1.00 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 193s    
step 00339 (35.8%) | loss: 4.227716 | lrm: 1.00 | dt: 327ms | tok/sec: 100,249 | mfu: 1.0% | epoch: 1 | remaining: 192s    
step 00340 (35.9%) | loss: 4.240086 | lrm: 1.00 | dt: 327ms | tok/sec: 100,287 | mfu: 1.0% | epoch: 1 | remaining: 192s    
step 00341 (36.0%) | loss: 4.248384 | lrm: 1.00 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 192s    
step 00342 (36.1%) | loss: 4.265414 | lrm: 1.00 | dt: 327ms | tok/sec: 100,270 | mfu: 1.0% | epoch: 1 | remaining: 191s    
step 00343 (36.2%) | loss: 4.265036 | lrm: 1.00 | dt: 327ms | tok/sec: 100,357 | mfu: 1.0% | epoch: 1 | remaining: 191s    
step 00344 (36.3%) | loss: 4.240368 | lrm: 1.00 | dt: 327ms | tok/sec: 100,114 | mfu: 1.0% | epoch: 1 | remaining: 191s    
step 00345 (36.4%) | loss: 4.207817 | lrm: 1.00 | dt: 327ms | tok/sec: 100,247 | mfu: 1.0% | epoch: 1 | remaining: 190s    
step 00346 (36.5%) | loss: 4.217465 | lrm: 1.00 | dt: 327ms | tok/sec: 100,319 | mfu: 1.0% | epoch: 1 | remaining: 190s    
step 00347 (36.6%) | loss: 4.215437 | lrm: 1.00 | dt: 327ms | tok/sec: 100,171 | mfu: 1.0% | epoch: 1 | remaining: 190s    
step 00348 (36.7%) | loss: 4.211008 | lrm: 1.00 | dt: 327ms | tok/sec: 100,305 | mfu: 1.0% | epoch: 1 | remaining: 189s    
step 00349 (36.9%) | loss: 4.196920 | lrm: 1.00 | dt: 326ms | tok/sec: 100,379 | mfu: 1.0% | epoch: 1 | remaining: 189s    
step 00350 (37.0%) | loss: 4.185696 | lrm: 1.00 | dt: 327ms | tok/sec: 100,157 | mfu: 1.0% | epoch: 1 | remaining: 189s    
step 00351 (37.1%) | loss: 4.210681 | lrm: 1.00 | dt: 327ms | tok/sec: 100,252 | mfu: 1.0% | epoch: 1 | remaining: 188s    
step 00352 (37.2%) | loss: 4.208299 | lrm: 1.00 | dt: 327ms | tok/sec: 100,317 | mfu: 1.0% | epoch: 1 | remaining: 188s    
step 00353 (37.3%) | loss: 4.206460 | lrm: 1.00 | dt: 327ms | tok/sec: 100,189 | mfu: 1.0% | epoch: 1 | remaining: 188s    
step 00354 (37.4%) | loss: 4.196694 | lrm: 1.00 | dt: 327ms | tok/sec: 100,277 | mfu: 1.0% | epoch: 1 | remaining: 187s    
step 00355 (37.5%) | loss: 4.202620 | lrm: 1.00 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 187s    
step 00356 (37.6%) | loss: 4.197231 | lrm: 1.00 | dt: 327ms | tok/sec: 100,229 | mfu: 1.0% | epoch: 1 | remaining: 187s    
step 00357 (37.7%) | loss: 4.193656 | lrm: 1.00 | dt: 327ms | tok/sec: 100,303 | mfu: 1.0% | epoch: 1 | remaining: 186s    
step 00358 (37.8%) | loss: 4.165544 | lrm: 1.00 | dt: 327ms | tok/sec: 100,209 | mfu: 1.0% | epoch: 1 | remaining: 186s    
step 00359 (37.9%) | loss: 4.184485 | lrm: 1.00 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 186s    
step 00360 (38.1%) | loss: 4.199206 | lrm: 1.00 | dt: 327ms | tok/sec: 100,270 | mfu: 1.0% | epoch: 1 | remaining: 186s    
step 00361 (38.2%) | loss: 4.179775 | lrm: 1.00 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 185s    
step 00362 (38.3%) | loss: 4.223471 | lrm: 1.00 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 185s    
step 00363 (38.4%) | loss: 4.228823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,249 | mfu: 1.0% | epoch: 1 | remaining: 185s    
step 00364 (38.5%) | loss: 4.233577 | lrm: 1.00 | dt: 327ms | tok/sec: 100,127 | mfu: 1.0% | epoch: 1 | remaining: 184s    
step 00365 (38.6%) | loss: 4.199915 | lrm: 1.00 | dt: 327ms | tok/sec: 100,230 | mfu: 1.0% | epoch: 1 | remaining: 184s    
step 00366 (38.7%) | loss: 4.211113 | lrm: 1.00 | dt: 327ms | tok/sec: 100,269 | mfu: 1.0% | epoch: 1 | remaining: 184s    
step 00367 (38.8%) | loss: 4.209058 | lrm: 1.00 | dt: 327ms | tok/sec: 100,181 | mfu: 1.0% | epoch: 1 | remaining: 183s    
step 00368 (38.9%) | loss: 4.185664 | lrm: 1.00 | dt: 327ms | tok/sec: 100,249 | mfu: 1.0% | epoch: 1 | remaining: 183s    
step 00369 (39.0%) | loss: 4.194129 | lrm: 1.00 | dt: 327ms | tok/sec: 100,263 | mfu: 1.0% | epoch: 1 | remaining: 183s    
step 00370 (39.1%) | loss: 4.175387 | lrm: 1.00 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 182s    
step 00371 (39.3%) | loss: 4.166692 | lrm: 1.00 | dt: 327ms | tok/sec: 100,245 | mfu: 1.0% | epoch: 1 | remaining: 182s    
step 00372 (39.4%) | loss: 4.178108 | lrm: 1.00 | dt: 327ms | tok/sec: 100,202 | mfu: 1.0% | epoch: 1 | remaining: 182s    
step 00373 (39.5%) | loss: 4.173957 | lrm: 1.00 | dt: 327ms | tok/sec: 100,194 | mfu: 1.0% | epoch: 1 | remaining: 181s    
step 00374 (39.6%) | loss: 4.177451 | lrm: 1.00 | dt: 327ms | tok/sec: 100,346 | mfu: 1.0% | epoch: 1 | remaining: 181s    
step 00375 (39.7%) | loss: 4.190600 | lrm: 1.00 | dt: 327ms | tok/sec: 100,180 | mfu: 1.0% | epoch: 1 | remaining: 181s    
step 00376 (39.8%) | loss: 4.189684 | lrm: 1.00 | dt: 327ms | tok/sec: 100,158 | mfu: 1.0% | epoch: 1 | remaining: 180s    
step 00377 (39.9%) | loss: 4.199173 | lrm: 1.00 | dt: 327ms | tok/sec: 100,314 | mfu: 1.0% | epoch: 1 | remaining: 180s    
step 00378 (40.0%) | loss: 4.204778 | lrm: 1.00 | dt: 327ms | tok/sec: 100,185 | mfu: 1.0% | epoch: 1 | remaining: 180s    
step 00379 (40.1%) | loss: 4.207010 | lrm: 1.00 | dt: 327ms | tok/sec: 100,222 | mfu: 1.0% | epoch: 1 | remaining: 179s    
step 00380 (40.2%) | loss: 4.217756 | lrm: 1.00 | dt: 327ms | tok/sec: 100,275 | mfu: 1.0% | epoch: 1 | remaining: 179s    
step 00381 (40.3%) | loss: 4.214948 | lrm: 1.00 | dt: 327ms | tok/sec: 100,184 | mfu: 1.0% | epoch: 1 | remaining: 179s    
step 00382 (40.5%) | loss: 4.191357 | lrm: 1.00 | dt: 327ms | tok/sec: 100,130 | mfu: 1.0% | epoch: 1 | remaining: 178s    
step 00383 (40.6%) | loss: 4.204956 | lrm: 1.00 | dt: 327ms | tok/sec: 100,221 | mfu: 1.0% | epoch: 1 | remaining: 178s    
step 00384 (40.7%) | loss: 4.214569 | lrm: 1.00 | dt: 327ms | tok/sec: 100,254 | mfu: 1.0% | epoch: 1 | remaining: 178s    
step 00385 (40.8%) | loss: 4.200711 | lrm: 1.00 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 177s    
step 00386 (40.9%) | loss: 4.192929 | lrm: 1.00 | dt: 327ms | tok/sec: 100,269 | mfu: 1.0% | epoch: 1 | remaining: 177s    
step 00387 (41.0%) | loss: 4.201988 | lrm: 1.00 | dt: 327ms | tok/sec: 100,213 | mfu: 1.0% | epoch: 1 | remaining: 177s    
step 00388 (41.1%) | loss: 4.193449 | lrm: 1.00 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 176s    
step 00389 (41.2%) | loss: 4.188964 | lrm: 1.00 | dt: 327ms | tok/sec: 100,234 | mfu: 1.0% | epoch: 1 | remaining: 176s    
step 00390 (41.3%) | loss: 4.200523 | lrm: 1.00 | dt: 327ms | tok/sec: 100,266 | mfu: 1.0% | epoch: 1 | remaining: 176s    
step 00391 (41.4%) | loss: 4.182745 | lrm: 1.00 | dt: 327ms | tok/sec: 100,258 | mfu: 1.0% | epoch: 1 | remaining: 175s    
step 00392 (41.5%) | loss: 4.184091 | lrm: 1.00 | dt: 327ms | tok/sec: 100,212 | mfu: 1.0% | epoch: 1 | remaining: 175s    
step 00393 (41.7%) | loss: 4.163052 | lrm: 1.00 | dt: 327ms | tok/sec: 100,237 | mfu: 1.0% | epoch: 1 | remaining: 175s    
step 00394 (41.8%) | loss: 4.164899 | lrm: 1.00 | dt: 327ms | tok/sec: 100,152 | mfu: 1.0% | epoch: 1 | remaining: 174s    
step 00395 (41.9%) | loss: 4.166197 | lrm: 1.00 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 174s    
step 00396 (42.0%) | loss: 4.136803 | lrm: 1.00 | dt: 327ms | tok/sec: 100,337 | mfu: 1.0% | epoch: 1 | remaining: 174s    
step 00397 (42.1%) | loss: 4.147406 | lrm: 1.00 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 173s    
step 00398 (42.2%) | loss: 4.154312 | lrm: 1.00 | dt: 327ms | tok/sec: 100,184 | mfu: 1.0% | epoch: 1 | remaining: 173s    
step 00399 (42.3%) | loss: 4.162112 | lrm: 1.00 | dt: 327ms | tok/sec: 100,279 | mfu: 1.0% | epoch: 1 | remaining: 173s    
step 00400 (42.4%) | loss: 4.179050 | lrm: 1.00 | dt: 327ms | tok/sec: 100,106 | mfu: 1.0% | epoch: 1 | remaining: 172s    
step 00401 (42.5%) | loss: 4.196409 | lrm: 1.00 | dt: 327ms | tok/sec: 100,229 | mfu: 1.0% | epoch: 1 | remaining: 172s    
step 00402 (42.6%) | loss: 4.215237 | lrm: 1.00 | dt: 327ms | tok/sec: 100,276 | mfu: 1.0% | epoch: 1 | remaining: 172s    
step 00403 (42.7%) | loss: 4.212784 | lrm: 1.00 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 171s    
step 00404 (42.9%) | loss: 4.218215 | lrm: 1.00 | dt: 327ms | tok/sec: 100,202 | mfu: 1.0% | epoch: 1 | remaining: 171s    
step 00405 (43.0%) | loss: 4.213142 | lrm: 1.00 | dt: 327ms | tok/sec: 100,300 | mfu: 1.0% | epoch: 1 | remaining: 171s    
step 00406 (43.1%) | loss: 4.181185 | lrm: 1.00 | dt: 327ms | tok/sec: 100,143 | mfu: 1.0% | epoch: 1 | remaining: 170s    
step 00407 (43.2%) | loss: 4.197692 | lrm: 1.00 | dt: 327ms | tok/sec: 100,185 | mfu: 1.0% | epoch: 1 | remaining: 170s    
step 00408 (43.3%) | loss: 4.205483 | lrm: 1.00 | dt: 327ms | tok/sec: 100,185 | mfu: 1.0% | epoch: 1 | remaining: 170s    
step 00409 (43.4%) | loss: 4.199887 | lrm: 1.00 | dt: 327ms | tok/sec: 100,086 | mfu: 1.0% | epoch: 1 | remaining: 169s    
step 00410 (43.5%) | loss: 4.212774 | lrm: 1.00 | dt: 327ms | tok/sec: 100,213 | mfu: 1.0% | epoch: 1 | remaining: 169s    
step 00411 (43.6%) | loss: 4.195915 | lrm: 1.00 | dt: 327ms | tok/sec: 100,246 | mfu: 1.0% | epoch: 1 | remaining: 169s    
step 00412 (43.7%) | loss: 4.192805 | lrm: 1.00 | dt: 327ms | tok/sec: 100,200 | mfu: 1.0% | epoch: 1 | remaining: 169s    
step 00413 (43.8%) | loss: 4.173990 | lrm: 1.00 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 168s    
step 00414 (43.9%) | loss: 4.169167 | lrm: 1.00 | dt: 327ms | tok/sec: 100,217 | mfu: 1.0% | epoch: 1 | remaining: 168s    
step 00415 (44.0%) | loss: 4.147232 | lrm: 1.00 | dt: 327ms | tok/sec: 100,166 | mfu: 1.0% | epoch: 1 | remaining: 168s    
step 00416 (44.2%) | loss: 4.145214 | lrm: 1.00 | dt: 327ms | tok/sec: 100,260 | mfu: 1.0% | epoch: 1 | remaining: 167s    
step 00417 (44.3%) | loss: 4.159772 | lrm: 1.00 | dt: 327ms | tok/sec: 100,220 | mfu: 1.0% | epoch: 1 | remaining: 167s    
step 00418 (44.4%) | loss: 4.141476 | lrm: 1.00 | dt: 327ms | tok/sec: 100,209 | mfu: 1.0% | epoch: 1 | remaining: 167s    
step 00419 (44.5%) | loss: 4.139387 | lrm: 1.00 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 166s    
step 00420 (44.6%) | loss: 4.139186 | lrm: 1.00 | dt: 327ms | tok/sec: 100,221 | mfu: 1.0% | epoch: 1 | remaining: 166s    
step 00421 (44.7%) | loss: 4.147084 | lrm: 1.00 | dt: 327ms | tok/sec: 100,155 | mfu: 1.0% | epoch: 1 | remaining: 166s    
step 00422 (44.8%) | loss: 4.146979 | lrm: 1.00 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 165s    
step 00423 (44.9%) | loss: 4.158212 | lrm: 1.00 | dt: 327ms | tok/sec: 100,272 | mfu: 1.0% | epoch: 1 | remaining: 165s    
step 00424 (45.0%) | loss: 4.166511 | lrm: 1.00 | dt: 327ms | tok/sec: 100,216 | mfu: 1.0% | epoch: 1 | remaining: 165s    
step 00425 (45.1%) | loss: 4.158844 | lrm: 1.00 | dt: 327ms | tok/sec: 100,152 | mfu: 1.0% | epoch: 1 | remaining: 164s    
step 00426 (45.2%) | loss: 4.150907 | lrm: 1.00 | dt: 327ms | tok/sec: 100,244 | mfu: 1.0% | epoch: 1 | remaining: 164s    
step 00427 (45.4%) | loss: 4.159180 | lrm: 1.00 | dt: 327ms | tok/sec: 100,218 | mfu: 1.0% | epoch: 1 | remaining: 164s    
step 00428 (45.5%) | loss: 4.159701 | lrm: 1.00 | dt: 327ms | tok/sec: 100,127 | mfu: 1.0% | epoch: 1 | remaining: 163s    
step 00429 (45.6%) | loss: 4.171858 | lrm: 1.00 | dt: 327ms | tok/sec: 100,257 | mfu: 1.0% | epoch: 1 | remaining: 163s    
step 00430 (45.7%) | loss: 4.181787 | lrm: 1.00 | dt: 327ms | tok/sec: 100,253 | mfu: 1.0% | epoch: 1 | remaining: 163s    
step 00431 (45.8%) | loss: 4.193938 | lrm: 1.00 | dt: 327ms | tok/sec: 100,146 | mfu: 1.0% | epoch: 1 | remaining: 162s    
step 00432 (45.9%) | loss: 4.175265 | lrm: 1.00 | dt: 327ms | tok/sec: 100,222 | mfu: 1.0% | epoch: 1 | remaining: 162s    
step 00433 (46.0%) | loss: 4.184817 | lrm: 1.00 | dt: 327ms | tok/sec: 100,164 | mfu: 1.0% | epoch: 1 | remaining: 162s    
step 00434 (46.1%) | loss: 4.171927 | lrm: 1.00 | dt: 327ms | tok/sec: 100,154 | mfu: 1.0% | epoch: 1 | remaining: 161s    
step 00435 (46.2%) | loss: 4.187574 | lrm: 1.00 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 161s    
step 00436 (46.3%) | loss: 4.172221 | lrm: 1.00 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 161s    
step 00437 (46.4%) | loss: 4.146699 | lrm: 1.00 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 160s    
step 00438 (46.6%) | loss: 4.144711 | lrm: 1.00 | dt: 327ms | tok/sec: 100,244 | mfu: 1.0% | epoch: 1 | remaining: 160s    
step 00439 (46.7%) | loss: 4.123803 | lrm: 1.00 | dt: 327ms | tok/sec: 100,191 | mfu: 1.0% | epoch: 1 | remaining: 160s    
step 00440 (46.8%) | loss: 4.143823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,267 | mfu: 1.0% | epoch: 1 | remaining: 159s    
step 00441 (46.9%) | loss: 4.140300 | lrm: 1.00 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 159s    
step 00442 (47.0%) | loss: 4.130686 | lrm: 1.00 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 159s    
step 00443 (47.1%) | loss: 4.138758 | lrm: 1.00 | dt: 327ms | tok/sec: 100,175 | mfu: 1.0% | epoch: 1 | remaining: 158s    
step 00444 (47.2%) | loss: 4.153083 | lrm: 1.00 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 158s    
step 00445 (47.3%) | loss: 4.169949 | lrm: 1.00 | dt: 327ms | tok/sec: 100,177 | mfu: 1.0% | epoch: 1 | remaining: 158s    
step 00446 (47.4%) | loss: 4.193812 | lrm: 1.00 | dt: 327ms | tok/sec: 100,295 | mfu: 1.0% | epoch: 1 | remaining: 157s    
step 00447 (47.5%) | loss: 4.217249 | lrm: 1.00 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 157s    
step 00448 (47.6%) | loss: 4.177539 | lrm: 1.00 | dt: 327ms | tok/sec: 100,148 | mfu: 1.0% | epoch: 1 | remaining: 157s    
step 00449 (47.8%) | loss: 4.168866 | lrm: 1.00 | dt: 327ms | tok/sec: 100,307 | mfu: 1.0% | epoch: 1 | remaining: 156s    
step 00450 (47.9%) | loss: 4.187477 | lrm: 1.00 | dt: 327ms | tok/sec: 100,109 | mfu: 1.0% | epoch: 1 | remaining: 156s    
step 00451 (48.0%) | loss: 4.207713 | lrm: 1.00 | dt: 327ms | tok/sec: 100,151 | mfu: 1.0% | epoch: 1 | remaining: 156s    
step 00452 (48.1%) | loss: 4.189723 | lrm: 1.00 | dt: 327ms | tok/sec: 100,339 | mfu: 1.0% | epoch: 1 | remaining: 155s    
step 00453 (48.2%) | loss: 4.210488 | lrm: 1.00 | dt: 327ms | tok/sec: 100,176 | mfu: 1.0% | epoch: 1 | remaining: 155s    
step 00454 (48.3%) | loss: 4.172981 | lrm: 1.00 | dt: 327ms | tok/sec: 100,133 | mfu: 1.0% | epoch: 1 | remaining: 155s    
step 00455 (48.4%) | loss: 4.161183 | lrm: 1.00 | dt: 327ms | tok/sec: 100,225 | mfu: 1.0% | epoch: 1 | remaining: 154s    
step 00456 (48.5%) | loss: 4.137307 | lrm: 1.00 | dt: 327ms | tok/sec: 100,142 | mfu: 1.0% | epoch: 1 | remaining: 154s    
step 00457 (48.6%) | loss: 4.134612 | lrm: 1.00 | dt: 327ms | tok/sec: 100,267 | mfu: 1.0% | epoch: 1 | remaining: 154s    
step 00458 (48.7%) | loss: 4.138368 | lrm: 1.00 | dt: 327ms | tok/sec: 100,293 | mfu: 1.0% | epoch: 1 | remaining: 153s    
step 00459 (48.8%) | loss: 4.138779 | lrm: 1.00 | dt: 327ms | tok/sec: 100,228 | mfu: 1.0% | epoch: 1 | remaining: 153s    
step 00460 (49.0%) | loss: 4.122861 | lrm: 1.00 | dt: 327ms | tok/sec: 100,193 | mfu: 1.0% | epoch: 1 | remaining: 153s    
step 00461 (49.1%) | loss: 4.103748 | lrm: 1.00 | dt: 327ms | tok/sec: 100,269 | mfu: 1.0% | epoch: 1 | remaining: 152s    
step 00462 (49.2%) | loss: 4.117615 | lrm: 1.00 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 152s    
step 00463 (49.3%) | loss: 4.110038 | lrm: 1.00 | dt: 327ms | tok/sec: 100,242 | mfu: 1.0% | epoch: 1 | remaining: 152s    
step 00464 (49.4%) | loss: 4.111665 | lrm: 1.00 | dt: 327ms | tok/sec: 100,225 | mfu: 1.0% | epoch: 1 | remaining: 152s    
step 00465 (49.5%) | loss: 4.092324 | lrm: 1.00 | dt: 327ms | tok/sec: 100,197 | mfu: 1.0% | epoch: 1 | remaining: 151s    
step 00466 (49.6%) | loss: 4.100235 | lrm: 1.00 | dt: 327ms | tok/sec: 100,245 | mfu: 1.0% | epoch: 1 | remaining: 151s    
step 00467 (49.7%) | loss: 4.119800 | lrm: 1.00 | dt: 327ms | tok/sec: 100,204 | mfu: 1.0% | epoch: 1 | remaining: 151s    
step 00468 (49.8%) | loss: 4.098052 | lrm: 1.00 | dt: 327ms | tok/sec: 100,163 | mfu: 1.0% | epoch: 1 | remaining: 150s    
step 00469 (49.9%) | loss: 4.105035 | lrm: 1.00 | dt: 327ms | tok/sec: 100,262 | mfu: 1.0% | epoch: 1 | remaining: 150s    
step 00470 (50.0%) | loss: 4.118301 | lrm: 1.00 | dt: 327ms | tok/sec: 100,198 | mfu: 1.0% | epoch: 1 | remaining: 150s    
step 00471 (50.2%) | loss: 4.120736 | lrm: 1.00 | dt: 327ms | tok/sec: 100,236 | mfu: 1.0% | epoch: 1 | remaining: 149s    
step 00472 (50.3%) | loss: 4.137938 | lrm: 0.99 | dt: 327ms | tok/sec: 100,277 | mfu: 1.0% | epoch: 1 | remaining: 149s    
step 00473 (50.4%) | loss: 4.123920 | lrm: 0.99 | dt: 327ms | tok/sec: 100,176 | mfu: 1.0% | epoch: 1 | remaining: 149s    
step 00474 (50.5%) | loss: 4.114543 | lrm: 0.99 | dt: 327ms | tok/sec: 100,239 | mfu: 1.0% | epoch: 1 | remaining: 148s    
